file,atom,Count
mysql-server/storage/myisam/mi_close.c,operator-precedence,8
linux/drivers/iio/adc/lp8788_adc.c,operator-precedence,8
mysql-server/libmysql/conf_to_src.c,omitted-curly-braces,8
linux/drivers/video/fbdev/vt8623fb.c,operator-precedence,8
linux/drivers/gpu/host1x/intr.c,omitted-curly-braces,8
linux/drivers/spi/spi-sun6i.c,implicit-predicate,8
mysql-server/sql/parse_file.cc,operator-precedence,8
linux/drivers/scsi/scsi_dh.c,operator-precedence,8
linux/drivers/media/platform/mtk-vcodec/mtk_vcodec_dec.c,implicit-predicate,8
mysql-server/storage/ndb/memcache/src/ndb_error_logger.cc,omitted-curly-braces,8
linux/drivers/spi/spi-bitbang-txrx.h,repurposed-variable,8
linux/drivers/net/ethernet/mellanox/mlx5/core/fpga/core.c,operator-precedence,8
linux/drivers/gpu/drm/i915/intel_guc_loader.c,omitted-curly-braces,8
linux/drivers/staging/lustre/lnet/lnet/lib-me.c,omitted-curly-braces,8
linux/drivers/gpu/drm/nouveau/nvkm/subdev/devinit/base.c,omitted-curly-braces,8
linux/drivers/net/wireless/zydas/zd1211rw/zd_chip.h,operator-precedence,8
linux/drivers/media/platform/mtk-mdp/mtk_mdp_comp.c,omitted-curly-braces,8
linux/drivers/misc/mei/pci-me.c,omitted-curly-braces,8
linux/drivers/gpu/drm/nouveau/nvkm/engine/disp/outp.c,operator-precedence,8
linux/drivers/ata/pata_falcon.c,omitted-curly-braces,8
linux/drivers/power/supply/max8925_power.c,operator-precedence,8
linux/drivers/clk/sunxi/clk-sun9i-core.c,omitted-curly-braces,8
linux/drivers/net/wireless/ath/ath9k/hw.c,repurposed-variable,8
linux/drivers/gpu/drm/fsl-dcu/fsl_dcu_drm_rgb.c,omitted-curly-braces,8
mysql-server/storage/ndb/src/kernel/vm/Configuration.cpp,operator-precedence,8
linux/drivers/staging/media/atomisp/pci/atomisp2/hmm/hmm_reserved_pool.c,operator-precedence,8
linux/drivers/gpu/drm/i915/intel_lpe_audio.c,operator-precedence,8
linux/drivers/infiniband/hw/usnic/usnic_vnic.c,operator-precedence,8
linux/drivers/media/dvb-frontends/ves1820.c,repurposed-variable,8
linux/drivers/media/dvb-frontends/ves1x93.c,implicit-predicate,8
linux/drivers/media/platform/omap/omap_vout.c,conditional,8
mysql-server/storage/ndb/src/common/transporter/TransporterRegistry.cpp,operator-precedence,8
linux/drivers/staging/comedi/drivers/das800.c,implicit-predicate,8
linux/drivers/net/ethernet/mellanox/mlx5/core/fs_counters.c,omitted-curly-braces,8
linux/drivers/infiniband/hw/mlx5/srq.c,implicit-predicate,8
mysql-server/storage/myisam/sp_test.c,operator-precedence,8
linux/drivers/tty/serial/8250/8250_men_mcb.c,operator-precedence,8
linux/drivers/video/fbdev/atafb_iplan2p4.c,pre-increment,8
linux/drivers/xen/xen-pciback/conf_space_capability.c,implicit-predicate,8
linux/drivers/tty/serial/8250/8250_men_mcb.c,omitted-curly-braces,8
linux/drivers/net/ethernet/broadcom/bnx2x/bnx2x_init.h,operator-precedence,8
mysql-server/storage/innobase/fts/fts0ast.cc,assignment-as-value,8
linux/drivers/ata/pata_ep93xx.c,conditional,8
linux/drivers/input/serio/pcips2.c,omitted-curly-braces,8
linux/drivers/usb/atm/usbatm.c,implicit-predicate,8
mysql-server/plugin/innodb_memcached/daemon_memcached/engines/default_engine/slabs.c,omitted-curly-braces,8
mysql-server/storage/ndb/memcache/src/ndb_engine.c,omitted-curly-braces,8
linux/drivers/usb/gadget/function/uvc_queue.c,omitted-curly-braces,8
linux/drivers/i2c/busses/i2c-kempld.c,operator-precedence,8
linux/drivers/net/wireless/intel/iwlwifi/dvm/scan.c,conditional,8
linux/drivers/gpu/drm/virtio/virtgpu_ttm.c,omitted-curly-braces,8
linux/drivers/gpio/gpio-axp209.c,operator-precedence,8
linux/drivers/gpio/gpio-axp209.c,omitted-curly-braces,8
linux/drivers/usb/serial/keyspan_pda.c,conditional,8
linux/drivers/infiniband/hw/cxgb4/t4.h,pre-increment,8
linux/drivers/net/ethernet/mellanox/mlx5/core/srq.c,implicit-predicate,8
linux/drivers/misc/eeprom/eeprom.c,omitted-curly-braces,8
linux/drivers/staging/fsl-mc/bus/dpio/dpio-driver.c,implicit-predicate,8
linux/drivers/scsi/esas2r/esas2r_flash.c,post-increment,8
linux/drivers/media/platform/s5p-mfc/s5p_mfc_opr_v5.c,implicit-predicate,8
linux/drivers/i2c/busses/i2c-nomadik.c,implicit-predicate,8
linux/drivers/staging/media/atomisp/i2c/ov2680.c,conditional,8
linux/drivers/usb/gadget/legacy/hid.c,omitted-curly-braces,8
linux/drivers/leds/leds-mlxcpld.c,omitted-curly-braces,8
linux/drivers/base/platform-msi.c,operator-precedence,8
linux/drivers/scsi/esas2r/esas2r_init.c,comma-operator,8
linux/drivers/net/wireless/marvell/mwifiex/sta_rx.c,omitted-curly-braces,8
linux/drivers/staging/rtlwifi/efuse.c,post-increment,8
linux/drivers/net/ethernet/atheros/atl1c/atl1c_main.c,pre-increment,8
linux/drivers/infiniband/hw/hfi1/ruc.c,implicit-predicate,8
linux/drivers/staging/rtl8188eu/hal/rf.c,conditional,8
linux/drivers/gpu/drm/i915/intel_uc.c,implicit-predicate,8
linux/drivers/input/misc/pwm-beeper.c,omitted-curly-braces,8
linux/drivers/net/wireless/marvell/mwifiex/sta_ioctl.c,implicit-predicate,8
linux/drivers/gpu/drm/vmwgfx/vmwgfx_cmdbuf_res.c,omitted-curly-braces,8
linux/drivers/input/keyboard/pxa27x_keypad.c,implicit-predicate,8
linux/drivers/media/dvb-frontends/stb6100_proc.h,omitted-curly-braces,8
linux/drivers/pci/hotplug/acpiphp_ibm.c,omitted-curly-braces,8
linux/drivers/gpu/drm/vmwgfx/vmwgfx_kms.c,repurposed-variable,8
mysql-server/extra/protobuf/protobuf-2.6.1/src/google/protobuf/compiler/cpp/cpp_message.cc,comma-operator,8
linux/drivers/net/wireless/intel/iwlwifi/dvm/main.c,repurposed-variable,8
linux/drivers/usb/gadget/legacy/ncm.c,omitted-curly-braces,8
linux/drivers/video/fbdev/aty/radeon_base.c,implicit-predicate,8
linux/drivers/net/ethernet/arc/emac_rockchip.c,implicit-predicate,8
linux/drivers/video/fbdev/aty/radeon_base.c,conditional,8
linux/drivers/net/ethernet/arc/emac_rockchip.c,omitted-curly-braces,8
mysql-server/sql/ha_ndbcluster.cc,repurposed-variable,8
linux/drivers/net/ethernet/mellanox/mlx5/core/wq.c,implicit-predicate,8
linux/drivers/power/supply/axp20x_usb_power.c,implicit-predicate,8
linux/drivers/pci/hotplug/cpqphp_core.c,conditional,8
mysql-server/storage/ndb/src/common/transporter/SHM_Buffer.hpp,omitted-curly-braces,8
linux/drivers/usb/serial/iuu_phoenix.c,implicit-predicate,8
linux/drivers/video/fbdev/aty/radeon_backlight.c,omitted-curly-braces,8
linux/drivers/net/ethernet/sun/ldmvsw.c,omitted-curly-braces,8
linux/drivers/crypto/marvell/tdma.c,operator-precedence,8
linux/drivers/base/power/domain_governor.c,operator-precedence,8
linux/drivers/uio/uio_pruss.c,operator-precedence,8
linux/drivers/gpu/drm/virtio/virtgpu_kms.c,omitted-curly-braces,8
linux/drivers/pci/hotplug/cpci_hotplug_pci.c,implicit-predicate,8
linux/drivers/net/wireless/intel/iwlwifi/dvm/power.c,operator-precedence,8
linux/drivers/clk/st/clkgen-pll.c,operator-precedence,8
linux/drivers/crypto/qce/sha.c,implicit-predicate,8
linux/drivers/gpio/gpio-bcm-kona.c,omitted-curly-braces,8
linux/drivers/net/usb/rtl8150.c,conditional,8
linux/drivers/gpu/drm/virtio/virtgpu_plane.c,omitted-curly-braces,8
linux/drivers/usb/gadget/legacy/dbgp.c,operator-precedence,8
linux/drivers/clk/clk-gemini.c,omitted-curly-braces,8
linux/drivers/media/platform/s5p-jpeg/jpeg-core.c,post-increment,8
mysql-server/sql/sql_join_buffer.h,omitted-curly-braces,8
linux/drivers/gpu/drm/i915/intel_runtime_pm.c,conditional,8
linux/drivers/gpu/drm/nouveau/nvkm/engine/disp/head.c,operator-precedence,8
linux/drivers/net/wireless/broadcom/b43/wa.c,operator-precedence,8
linux/drivers/net/wireless/ti/wlcore/sdio.c,omitted-curly-braces,8
linux/drivers/infiniband/sw/rdmavt/ah.c,operator-precedence,8
linux/drivers/power/supply/da9052-battery.c,operator-precedence,8
linux/drivers/clk/sunxi-ng/ccu_nk.c,conditional,8
linux/drivers/mtd/nand/brcmnand/brcmnand.c,comma-operator,8
linux/drivers/media/platform/rcar-vin/rcar-v4l2.c,assignment-as-value,8
linux/drivers/power/supply/da9150-charger.c,operator-precedence,8
linux/drivers/net/ethernet/synopsys/dwc-xlgmac-common.c,operator-precedence,8
linux/drivers/staging/rtl8188eu/hal/odm_RTL8188E.c,operator-precedence,8
linux/drivers/net/ethernet/broadcom/b44.c,conditional,8
linux/drivers/thermal/samsung/exynos_tmu.c,implicit-predicate,8
mysql-server/sql/table.cc,logic-as-control-flow,8
linux/drivers/usb/serial/navman.c,operator-precedence,8
linux/drivers/net/ethernet/broadcom/b44.c,post-increment,8
linux/drivers/staging/media/atomisp/pci/atomisp2/hrt/hive_isp_css_mm_hrt.c,omitted-curly-braces,8
linux/drivers/base/driver.c,omitted-curly-braces,8
linux/drivers/usb/atm/speedtch.c,assignment-as-value,8
linux/drivers/soc/tegra/powergate-bpmp.c,operator-precedence,8
linux/drivers/ata/pata_atp867x.c,implicit-predicate,8
linux/drivers/staging/fbtft/fbtft-core.c,repurposed-variable,8
mysql-server/plugin/innodb_memcached/innodb_memcache/cache-src/slabs.c,operator-precedence,8
mysql-server/plugin/innodb_memcached/innodb_memcache/cache-src/slabs.c,omitted-curly-braces,8
linux/drivers/net/ethernet/freescale/fec_mpc52xx_phy.c,operator-precedence,8
linux/drivers/clk/clk-fractional-divider.c,omitted-curly-braces,8
linux/drivers/ata/pata_atiixp.c,omitted-curly-braces,8
linux/drivers/staging/fsl-dpaa2/ethernet/dpaa2-ethtool.c,omitted-curly-braces,8
linux/drivers/misc/eeprom/max6875.c,operator-precedence,8
mysql-server/libevent/test/regress.c,implicit-predicate,8
mysql-server/storage/ndb/src/kernel/blocks/dbacc/DbaccMain.cpp,operator-precedence,8
linux/drivers/rtc/rtc-bq4802.c,operator-precedence,8
linux/drivers/tty/serial/8250/serial_cs.c,implicit-predicate,8
linux/drivers/media/platform/s5p-g2d/g2d.c,implicit-predicate,8
linux/drivers/clk/sunxi-ng/ccu_frac.c,omitted-curly-braces,8
linux/drivers/i2c/busses/i2c-nforce2.c,implicit-predicate,8
linux/drivers/crypto/qce/core.c,implicit-predicate,8
mysql-server/sql/parse_tree_nodes.h,assignment-as-value,8
linux/drivers/net/ethernet/freescale/fec_ptp.c,omitted-curly-braces,8
linux/drivers/leds/leds-max8997.c,implicit-predicate,8
linux/drivers/gpu/drm/atmel-hlcdc/atmel_hlcdc_output.c,omitted-curly-braces,8
linux/drivers/usb/atm/cxacru.c,post-increment,8
linux/drivers/gpu/drm/exynos/exynos_mixer.c,conditional,8
linux/drivers/power/supply/collie_battery.c,omitted-curly-braces,8
mysql-server/storage/perfschema/pfs_events_statements.cc,omitted-curly-braces,8
linux/drivers/base/module.c,omitted-curly-braces,8
linux/drivers/usb/serial/mos7840.c,conditional,8
linux/drivers/staging/lustre/lustre/lov/lov_dev.c,omitted-curly-braces,8
linux/drivers/pci/host/pcie-xilinx-nwl.c,implicit-predicate,8
linux/drivers/media/dvb-frontends/stv0900_sw.c,operator-precedence,8
linux/drivers/iio/adc/axp288_adc.c,omitted-curly-braces,8
linux/drivers/base/map.c,operator-precedence,8
linux/drivers/scsi/sun3x_esp.c,operator-precedence,8
linux/drivers/media/platform/omap3isp/ispvideo.c,implicit-predicate,8
linux/drivers/gpu/drm/nouveau/nvkm/subdev/clk/pllnv04.c,operator-precedence,8
linux/drivers/video/fbdev/omap2/omapfb/displays/connector-hdmi.c,operator-precedence,8
linux/drivers/net/ethernet/broadcom/bnxt/bnxt.c,repurposed-variable,8
linux/drivers/net/ethernet/broadcom/bnx2x/bnx2x_stats.c,implicit-predicate,8
linux/drivers/input/misc/pm8941-pwrkey.c,omitted-curly-braces,8
linux/drivers/media/platform/exynos4-is/fimc-lite.h,operator-precedence,8
linux/drivers/video/fbdev/asiliantfb.c,implicit-predicate,8
mysql-server/storage/ndb/src/mgmsrv/Config.cpp,assignment-as-value,8
linux/drivers/tty/serial/8250/8250_em.c,operator-precedence,8
linux/drivers/media/platform/exynos4-is/fimc-lite.c,implicit-predicate,8
linux/drivers/misc/mic/host/mic_intr.c,implicit-predicate,8
mysql-server/storage/innobase/fil/fil0fil.cc,repurposed-variable,8
linux/drivers/net/ethernet/mellanox/mlx5/core/eswitch.c,conditional,8
linux/drivers/leds/leds-dac124s085.c,operator-precedence,8
linux/drivers/firmware/qemu_fw_cfg.c,implicit-predicate,8
linux/drivers/i2c/busses/i2c-eg20t.c,operator-precedence,8
linux/drivers/staging/rtl8723bs/os_dep/sdio_intf.c,implicit-predicate,8
linux/drivers/staging/media/atomisp/pci/atomisp2/hmm/hmm_bo.c,conditional,8
mysql-server/strings/my_strtoll10.c,operator-precedence,8
linux/drivers/clk/tegra/clk-periph.c,operator-precedence,8
linux/drivers/usb/gadget/function/f_printer.c,implicit-predicate,8
linux/drivers/staging/comedi/drivers/dt2811.c,implicit-predicate,8
linux/drivers/input/keyboard/sunkbd.c,omitted-curly-braces,8
mysql-server/extra/perror.c,omitted-curly-braces,8
linux/drivers/input/keyboard/stmpe-keypad.c,implicit-predicate,8
linux/drivers/misc/mic/cosm_client/cosm_scif_client.c,omitted-curly-braces,8
linux/drivers/watchdog/it8712f_wdt.c,implicit-predicate,8
mysql-server/storage/perfschema/table_events_waits.cc,operator-precedence,8
linux/drivers/usb/atm/xusbatm.c,omitted-curly-braces,8
linux/drivers/watchdog/it87_wdt.c,omitted-curly-braces,8
linux/drivers/staging/comedi/drivers/dt2814.c,implicit-predicate,8
mysql-server/storage/myisam/sp_key.c,omitted-curly-braces,8
linux/drivers/scsi/fcoe/fcoe_transport.c,conditional,8
linux/drivers/power/supply/smb347-charger.c,conditional,8
linux/drivers/pci/endpoint/pci-ep-cfs.c,omitted-curly-braces,8
linux/drivers/watchdog/octeon-wdt-main.c,omitted-curly-braces,8
linux/drivers/video/fbdev/omap2/omapfb/displays/connector-dvi.c,operator-precedence,8
linux/drivers/power/supply/tps65090-charger.c,omitted-curly-braces,8
mysql-server/extra/my_print_defaults.c,omitted-curly-braces,8
linux/drivers/media/platform/exynos4-is/media-dev.c,conditional,8
linux/drivers/misc/mic/cosm/cosm_scif_server.c,omitted-curly-braces,8
linux/drivers/leds/leds-cpcap.c,implicit-predicate,8
linux/drivers/gpu/drm/nouveau/nvkm/subdev/clk/nv40.c,omitted-curly-braces,8
linux/drivers/gpu/ipu-v3/ipu-dc.c,omitted-curly-braces,8
linux/drivers/gpu/ipu-v3/ipu-csi.c,omitted-curly-braces,8
mysql-server/sql/sql_optimizer.cc,type-conversion,8
linux/drivers/net/wireless/broadcom/b43/sdio.c,operator-precedence,8
linux/drivers/input/touchscreen/usbtouchscreen.c,implicit-predicate,8
linux/drivers/infiniband/hw/mthca/mthca_catas.c,operator-precedence,8
linux/drivers/staging/lustre/lnet/lnet/lib-move.c,conditional,8
linux/drivers/pci/dwc/pcie-designware.c,omitted-curly-braces,8
linux/drivers/usb/gadget/legacy/webcam.c,omitted-curly-braces,7
mysql-server/sql/protocol_classic.cc,post-increment,7
linux/drivers/leds/trigger/ledtrig-backlight.c,omitted-curly-braces,7
linux/drivers/char/virtio_console.c,assignment-as-value,7
linux/drivers/isdn/hysdn/hysdn_proclog.c,operator-precedence,7
linux/drivers/net/ethernet/lantiq_etop.c,implicit-predicate,7
linux/drivers/isdn/hisax/niccy.c,operator-precedence,7
linux/drivers/uio/uio_aec.c,omitted-curly-braces,7
linux/drivers/usb/host/imx21-hcd.c,conditional,7
mysql-server/storage/ndb/src/kernel/vm/mt_thr_config.cpp,assignment-as-value,7
mysql-server/storage/ndb/src/common/debugger/signaldata/DictTabInfo.cpp,operator-precedence,7
linux/drivers/s390/scsi/zfcp_reqlist.h,omitted-curly-braces,7
linux/drivers/mmc/host/mtk-sd.c,conditional,7
linux/drivers/macintosh/via-pmu-backlight.c,omitted-curly-braces,7
linux/drivers/gpu/drm/amd/amdgpu/amdgpu_encoders.c,operator-precedence,7
linux/drivers/md/bcache/util.c,conditional,7
linux/drivers/gpu/drm/nouveau/nvkm/subdev/fb/ram.c,operator-precedence,7
linux/drivers/clk/at91/clk-h32mx.c,omitted-curly-braces,7
linux/drivers/media/v4l2-core/v4l2-compat-ioctl32.c,repurposed-variable,7
linux/drivers/leds/leds-cpcap.c,omitted-curly-braces,7
mysql-server/sql/rpl_gtid_owned.cc,omitted-curly-braces,7
linux/drivers/crypto/sunxi-ss/sun4i-ss-core.c,implicit-predicate,7
mysql-server/storage/ndb/src/kernel/vm/FastScheduler.cpp,omitted-curly-braces,7
linux/drivers/staging/rtl8192e/rtl8192e/rtl_dm.c,assignment-as-value,7
linux/drivers/staging/rtl8192e/rtl8192e/rtl_core.c,repurposed-variable,7
linux/drivers/misc/genwqe/card_debugfs.c,operator-precedence,7
linux/drivers/video/fbdev/i810/i810_gtf.c,omitted-curly-braces,7
linux/drivers/mmc/host/mmc_spi.c,post-increment,7
mysql-server/strings/my_strtoll10.c,pre-increment,7
linux/drivers/target/iscsi/iscsi_target.c,repurposed-variable,7
linux/drivers/mtd/ubi/upd.c,operator-precedence,7
mysql-server/sql/net_serv.cc,assignment-as-value,7
linux/drivers/net/wireless/ath/ath9k/common-beacon.c,omitted-curly-braces,7
linux/drivers/net/wireless/ath/ath9k/rng.c,omitted-curly-braces,7
linux/drivers/usb/host/fotg210-hcd.c,pre-increment,7
linux/drivers/video/fbdev/nvidia/nv_backlight.c,omitted-curly-braces,7
linux/drivers/net/ethernet/mellanox/mlx5/core/en_rx_am.c,operator-precedence,7
mysql-server/sql/locking_service.cc,omitted-curly-braces,7
linux/drivers/watchdog/pika_wdt.c,operator-precedence,7
linux/drivers/pinctrl/bcm/pinctrl-bcm281xx.c,conditional,7
linux/drivers/mtd/nand/brcmnand/iproc_nand.c,operator-precedence,7
linux/drivers/phy/qualcomm/phy-qcom-usb-hsic.c,operator-precedence,7
linux/drivers/video/fbdev/omap/lcd_mipid.c,implicit-predicate,7
mysql-server/storage/perfschema/pfs_variable.cc,assignment-as-value,7
linux/drivers/net/ethernet/netx-eth.c,implicit-predicate,7
mysql-server/storage/innobase/fts/fts0tlex.cc,implicit-predicate,7
linux/drivers/crypto/geode-aes.c,implicit-predicate,7
linux/drivers/leds/leds-nic78bx.c,operator-precedence,7
linux/drivers/isdn/hisax/bkm_a4t.c,omitted-curly-braces,7
linux/drivers/iio/dac/ad5761.c,implicit-predicate,7
mysql-server/storage/ndb/src/mgmclient/main.cpp,omitted-curly-braces,7
linux/drivers/usb/host/fsl-mph-dr-of.c,operator-precedence,7
mysql-server/extra/rapidjson/include/rapidjson/internal/diyfp.h,operator-precedence,7
linux/drivers/input/keyboard/mcs_touchkey.c,omitted-curly-braces,7
linux/drivers/watchdog/ib700wdt.c,omitted-curly-braces,7
linux/drivers/uio/uio_cif.c,omitted-curly-braces,7
linux/drivers/accessibility/braille/braille_console.c,operator-precedence,7
linux/drivers/input/misc/gp2ap002a00f.c,operator-precedence,7
linux/drivers/pci/dwc/pcie-designware-plat.c,omitted-curly-braces,7
linux/drivers/char/agp/intel-agp.c,operator-precedence,7
linux/drivers/gpu/drm/omapdrm/omap_encoder.c,omitted-curly-braces,7
linux/drivers/usb/core/endpoint.c,omitted-curly-braces,7
linux/drivers/net/wireless/ath/ath9k/pci.c,operator-precedence,7
linux/drivers/input/misc/pwm-beeper.c,implicit-predicate,7
linux/drivers/usb/host/isp116x-hcd.c,post-increment,7
linux/drivers/mtd/mtdconcat.c,implicit-predicate,7
linux/drivers/usb/host/isp116x-hcd.c,repurposed-variable,7
linux/drivers/nfc/st21nfca/dep.c,operator-precedence,7
linux/drivers/net/wireless/broadcom/b43/dma.c,conditional,7
mysql-server/storage/heap/hp_write.c,assignment-as-value,7
linux/drivers/target/iscsi/iscsi_target.c,implicit-predicate,7
linux/drivers/net/wireless/realtek/rtlwifi/rtl8723be/hw.c,repurposed-variable,7
linux/drivers/net/wireless/ath/ath9k/pci.c,omitted-curly-braces,7
linux/drivers/net/wireless/ath/ath9k/eeprom_9287.c,assignment-as-value,7
linux/drivers/mtd/nand/socrates_nand.c,omitted-curly-braces,7
linux/drivers/iio/adc/max1027.c,omitted-curly-braces,7
linux/drivers/ide/piix.c,conditional,7
mysql-server/sql/item_func.h,conditional,7
linux/drivers/video/fbdev/i740fb.c,conditional,7
mysql-server/extra/protobuf/protobuf-2.6.1/src/google/protobuf/stubs/strutil.cc,conditional,7
mysql-server/sql/parse_tree_nodes.h,conditional,7
linux/drivers/scsi/aic7xxx/aic79xx_core.c,logic-as-control-flow,7
linux/drivers/infiniband/hw/cxgb3/iwch_cq.c,omitted-curly-braces,7
linux/drivers/gpu/drm/amd/amdgpu/vce_v4_0.c,operator-precedence,7
mysql-server/sql/rpl_slave_commit_order_manager.cc,operator-precedence,7
linux/drivers/gpu/drm/drm_dp_mst_topology.c,implicit-predicate,7
linux/drivers/char/hw_random/imx-rngc.c,implicit-predicate,7
linux/drivers/mmc/host/sdhci_f_sdh30.c,omitted-curly-braces,7
linux/drivers/gpu/drm/nouveau/nouveau_connector.c,implicit-predicate,7
linux/drivers/pci/hotplug/sgi_hotplug.c,implicit-predicate,7
linux/drivers/crypto/qat/qat_c3xxx/adf_drv.c,omitted-curly-braces,7
linux/drivers/mtd/nand/jz4780_nand.c,implicit-predicate,7
linux/drivers/leds/leds-wm8350.c,omitted-curly-braces,7
linux/drivers/gpu/drm/amd/powerplay/smumgr/cz_smumgr.c,post-increment,7
linux/drivers/mtd/maps/vmu-flash.c,implicit-predicate,7
linux/drivers/net/ethernet/mellanox/mlx4/en_resources.c,operator-precedence,7
linux/drivers/gpu/drm/nouveau/nvkm/subdev/clk/nv40.c,operator-precedence,7
linux/drivers/gpu/drm/drm_fb_helper.c,implicit-predicate,7
linux/drivers/crypto/qce/common.c,operator-precedence,7
linux/drivers/mtd/chips/cfi_cmdset_0001.c,repurposed-variable,7
linux/drivers/gpu/drm/drm_dp_mst_topology.c,post-increment,7
linux/drivers/net/wireless/ath/ath5k/gpio.c,omitted-curly-braces,7
linux/drivers/spi/spi-sun4i.c,implicit-predicate,7
emacs/src/composite.c,assignment-as-value,7
linux/drivers/mfd/palmas.c,implicit-predicate,7
linux/drivers/mmc/host/of_mmc_spi.c,omitted-curly-braces,7
linux/drivers/gpu/drm/omapdrm/omap_drv.c,implicit-predicate,7
linux/drivers/staging/lustre/lustre/llite/llite_lib.c,conditional,7
mysql-server/storage/perfschema/pfs_events_stages.cc,omitted-curly-braces,7
linux/drivers/input/keyboard/mpr121_touchkey.c,implicit-predicate,7
linux/drivers/input/misc/ixp4xx-beeper.c,omitted-curly-braces,7
linux/drivers/usb/gadget/function/f_serial.c,omitted-curly-braces,7
linux/drivers/media/v4l2-core/v4l2-fwnode.c,conditional,7
linux/drivers/iio/humidity/dht11.c,implicit-predicate,7
linux/drivers/acpi/acpica/exmutex.c,operator-precedence,7
linux/drivers/pinctrl/bcm/pinctrl-bcm2835.c,conditional,7
mysql-server/storage/innobase/include/fts0tokenize.h,operator-precedence,7
mysql-server/sql/auth/partitioned_rwlock.h,omitted-curly-braces,7
linux/drivers/char/tpm/st33zp24/i2c.c,implicit-predicate,7
linux/drivers/crypto/geode-aes.c,operator-precedence,7
linux/drivers/media/v4l2-core/videobuf2-dvb.c,omitted-curly-braces,7
linux/drivers/net/wireless/ti/wlcore/spi.c,implicit-predicate,7
mysql-server/storage/innobase/buf/buf0buf.cc,pre-increment,7
linux/drivers/soc/mediatek/mtk-scpsys.c,implicit-predicate,7
linux/drivers/char/tpm/st33zp24/i2c.c,omitted-curly-braces,7
linux/drivers/phy/phy-lpc18xx-usb-otg.c,operator-precedence,7
linux/drivers/acpi/acpica/exnames.c,operator-precedence,7
linux/drivers/net/wireless/ath/ath6kl/sdio.c,conditional,7
linux/drivers/video/fbdev/imsttfb.c,assignment-as-value,7
linux/drivers/gpu/drm/ast/ast_main.c,operator-precedence,7
linux/drivers/usb/dwc2/hcd_ddma.c,implicit-predicate,7
linux/drivers/char/tpm/st33zp24/spi.c,implicit-predicate,7
linux/drivers/scsi/aic7xxx/aic79xx_proc.c,omitted-curly-braces,7
linux/drivers/net/wireless/ath/wcn36xx/txrx.c,operator-precedence,7
linux/drivers/watchdog/ep93xx_wdt.c,operator-precedence,7
linux/drivers/char/hw_random/st-rng.c,omitted-curly-braces,7
linux/drivers/crypto/qat/qat_c62x/adf_drv.c,omitted-curly-braces,7
linux/drivers/net/wireless/ti/wl1251/tx.c,post-increment,7
linux/drivers/nvme/target/io-cmd.c,omitted-curly-braces,7
linux/drivers/net/wireless/broadcom/b43/main.c,conditional,7
linux/drivers/mfd/sec-core.c,omitted-curly-braces,7
linux/drivers/md/bcache/journal.c,implicit-predicate,7
linux/drivers/memory/emif.c,conditional,7
emacs/src/xfont.c,repurposed-variable,7
linux/drivers/isdn/hisax/avm_pci.c,implicit-predicate,7
linux/drivers/mtd/nand/mtk_nand.c,conditional,7
mysql-server/storage/innobase/include/fts0tokenize.h,conditional,7
linux/drivers/iio/adc/twl6030-gpadc.c,implicit-predicate,7
linux/drivers/usb/atm/speedtch.c,conditional,7
linux/drivers/iio/dac/mcp4922.c,operator-precedence,7
linux/drivers/crypto/cavium/nitrox/nitrox_reqmgr.c,implicit-predicate,7
linux/drivers/net/wireless/realtek/rtlwifi/rtl8192se/phy.c,repurposed-variable,7
linux/drivers/clk/clk-stm32f4.c,operator-precedence,7
linux/drivers/mmc/host/davinci_mmc.c,implicit-predicate,7
linux/drivers/acpi/acpica/exnames.c,post-increment,7
linux/drivers/mtd/nand/plat_nand.c,omitted-curly-braces,7
emacs/src/xfns.c,assignment-as-value,7
linux/drivers/leds/leds-lp8788.c,operator-precedence,7
linux/drivers/char/hw_random/cavium-rng-vf.c,operator-precedence,7
linux/drivers/acpi/acpi_video.c,assignment-as-value,7
linux/drivers/crypto/qat/qat_common/qat_asym_algs.c,conditional,7
linux/drivers/gpu/drm/nouveau/nvkm/subdev/fb/nv50.c,conditional,7
linux/drivers/scsi/arm/powertec.c,implicit-predicate,7
linux/drivers/staging/lustre/lustre/llite/llite_nfs.c,implicit-predicate,7
linux/drivers/iio/accel/kxcjk-1013.c,implicit-predicate,7
linux/drivers/mfd/wm8350-core.c,operator-precedence,7
linux/drivers/staging/lustre/lustre/obdclass/llog.c,implicit-predicate,7
linux/drivers/video/fbdev/omap2/omapfb/dss/display.c,operator-precedence,7
linux/drivers/scsi/pm8001/pm8001_sas.c,implicit-predicate,7
linux/drivers/staging/most/hdm-dim2/dim2_hdm.c,implicit-predicate,7
linux/drivers/media/v4l2-core/v4l2-subdev.c,operator-precedence,7
linux/drivers/scsi/osd/osd_initiator.c,conditional,7
linux/drivers/input/joystick/spaceorb.c,implicit-predicate,7
linux/drivers/gpu/drm/amd/amdgpu/amdgpu_gfx.c,implicit-predicate,7
linux/drivers/s390/scsi/zfcp_scsi.c,implicit-predicate,7
linux/drivers/target/iscsi/iscsi_target_auth.c,operator-precedence,7
linux/drivers/net/ethernet/intel/fm10k/fm10k_mbx.c,post-increment,7
linux/drivers/usb/gadget/udc/bdc/bdc_udc.c,implicit-predicate,7
mysql-server/sql/opt_sum.cc,assignment-as-value,7
linux/drivers/net/ethernet/netronome/nfp/nfpcore/nfp_resource.c,operator-precedence,7
