file,atom,Count
mysql-server/storage/ndb/src/kernel/blocks/dbtup/DbtupExecQuery.cpp,omitted-curly-braces,36
linux/drivers/target/target_core_device.c,omitted-curly-braces,36
linux/drivers/gpu/drm/i915/selftests/mock_gem_device.c,operator-precedence,36
linux/drivers/net/ethernet/8390/axnet_cs.c,operator-precedence,36
linux/drivers/media/pci/saa7164/saa7164-encoder.c,operator-precedence,36
linux/drivers/staging/greybus/audio_codec.c,implicit-predicate,36
linux/drivers/net/ethernet/sgi/ioc3-eth.c,omitted-curly-braces,36
linux/drivers/net/ethernet/ti/netcp_ethss.c,operator-precedence,36
linux/drivers/net/ethernet/chelsio/cxgb4/t4_hw.c,repurposed-variable,36
linux/drivers/scsi/aic7xxx/aic79xx_osm.c,conditional,36
linux/drivers/scsi/ch.c,omitted-curly-braces,36
mysql-server/cmd-line-utils/libedit/readline.c,assignment-as-value,36
linux/drivers/net/hyperv/netvsc.c,omitted-curly-braces,36
linux/drivers/crypto/nx/nx-842.c,omitted-curly-braces,36
linux/drivers/usb/gadget/function/f_uvc.c,operator-precedence,36
linux/drivers/scsi/lpfc/lpfc_nvme.c,omitted-curly-braces,36
linux/drivers/usb/host/xhci-tegra.c,omitted-curly-braces,36
linux/drivers/gpu/drm/msm/hdmi/hdmi_hdcp.c,omitted-curly-braces,36
linux/drivers/gpu/drm/msm/mdp/mdp4/mdp4_crtc.c,operator-precedence,36
linux/drivers/media/platform/mtk-vpu/mtk_vpu.c,operator-precedence,36
linux/drivers/net/ethernet/sun/sunbmac.c,omitted-curly-braces,36
linux/drivers/media/usb/gspca/zc3xx.c,operator-precedence,36
linux/drivers/isdn/hardware/avm/b1dma.c,omitted-curly-braces,36
linux/drivers/dma/ti-dma-crossbar.c,operator-precedence,36
linux/drivers/gpu/drm/savage/savage_bci.c,omitted-curly-braces,36
linux/drivers/staging/rtl8712/rtl871x_recv.c,omitted-curly-braces,36
linux/drivers/iio/imu/adis16400_core.c,operator-precedence,36
linux/drivers/s390/cio/device.c,implicit-predicate,36
linux/drivers/scsi/ncr53c8xx.c,implicit-predicate,36
linux/drivers/clk/sunxi/clk-sunxi.c,omitted-curly-braces,36
linux/drivers/pwm/pwm-omap-dmtimer.c,operator-precedence,36
linux/drivers/staging/lustre/lnet/selftest/framework.c,omitted-curly-braces,36
linux/drivers/net/rionet.c,operator-precedence,36
linux/drivers/input/touchscreen/cyttsp_core.c,omitted-curly-braces,36
mysql-server/sql/sql_load.cc,assignment-as-value,36
linux/drivers/dma/stm32-dma.c,omitted-curly-braces,36
linux/drivers/infiniband/ulp/srp/ib_srp.c,implicit-predicate,36
linux/drivers/gpu/drm/rockchip/cdn-dp-core.c,omitted-curly-braces,36
linux/drivers/staging/goldfish/goldfish_nand.c,omitted-curly-braces,36
linux/drivers/gpu/drm/amd/amdgpu/amdgpu_cgs.c,omitted-curly-braces,36
mysql-server/storage/ndb/src/ndbapi/ndb_cluster_connection.cpp,omitted-curly-braces,36
linux/drivers/block/sunvdc.c,omitted-curly-braces,36
linux/drivers/gpu/drm/i915/intel_fbdev.c,operator-precedence,36
linux/drivers/staging/lustre/lustre/obdclass/cl_io.c,omitted-curly-braces,36
linux/drivers/net/wireless/intel/iwlwifi/mvm/utils.c,operator-precedence,36
linux/drivers/net/ethernet/broadcom/bnx2x/bnx2x_cmn.h,operator-precedence,36
linux/drivers/ata/sata_sil24.c,omitted-curly-braces,36
linux/drivers/media/usb/gspca/gl860/gl860.c,omitted-curly-braces,36
linux/drivers/media/dvb-frontends/dib0090.c,operator-precedence,35
linux/drivers/gpio/gpio-pca953x.c,operator-precedence,35
linux/drivers/scsi/initio.c,assignment-as-value,35
linux/drivers/staging/lustre/lnet/selftest/console.c,omitted-curly-braces,35
linux/drivers/iio/light/tsl2563.c,omitted-curly-braces,35
linux/drivers/input/joystick/adi.c,omitted-curly-braces,35
linux/drivers/tty/serial/sunzilog.c,operator-precedence,35
linux/drivers/usb/phy/phy-isp1301-omap.c,operator-precedence,35
linux/drivers/infiniband/hw/hfi1/hfi.h,omitted-curly-braces,35
linux/drivers/crypto/caam/caampkc.c,operator-precedence,35
linux/drivers/watchdog/watchdog_dev.c,omitted-curly-braces,35
linux/drivers/ide/ide-io.c,omitted-curly-braces,35
linux/drivers/media/radio/si4713/radio-usb-si4713.c,operator-precedence,35
linux/drivers/video/fbdev/atafb_iplan2p2.c,operator-precedence,35
linux/drivers/misc/enclosure.c,omitted-curly-braces,35
linux/drivers/staging/greybus/sdio.c,omitted-curly-braces,35
linux/drivers/iio/light/stk3310.c,operator-precedence,35
linux/drivers/net/ethernet/intel/ixgbe/ixgbe_common.c,operator-precedence,35
linux/drivers/media/usb/gspca/w996Xcf.c,conditional,35
linux/drivers/net/ethernet/cavium/octeon/octeon_mgmt.c,omitted-curly-braces,35
linux/drivers/staging/most/aim-network/networking.c,operator-precedence,35
linux/drivers/ata/pata_hpt37x.c,omitted-curly-braces,35
linux/drivers/i2c/busses/i2c-exynos5.c,operator-precedence,35
linux/drivers/staging/lustre/lustre/ldlm/ldlm_resource.c,omitted-curly-braces,35
mysql-server/client/mysql_install_db.cc,omitted-curly-braces,35
linux/drivers/net/ethernet/intel/i40evf/i40evf_virtchnl.c,omitted-curly-braces,35
linux/drivers/net/wireless/realtek/rtlwifi/rtl8192de/hw.c,operator-precedence,35
linux/drivers/media/i2c/adp1653.c,omitted-curly-braces,35
linux/drivers/usb/phy/phy-msm-usb.c,implicit-predicate,35
linux/drivers/iommu/iova.c,omitted-curly-braces,35
mysql-server/storage/myisam/mi_open.c,post-increment,35
linux/drivers/scsi/qla4xxx/ql4_os.c,implicit-predicate,35
linux/drivers/acpi/cppc_acpi.c,operator-precedence,35
linux/drivers/gpu/drm/nouveau/nvkm/subdev/secboot/acr_r352.c,operator-precedence,35
linux/drivers/staging/lustre/lustre/osc/osc_request.c,implicit-predicate,35
linux/drivers/staging/comedi/drivers/quatech_daqp_cs.c,omitted-curly-braces,35
linux/drivers/video/fbdev/pvr2fb.c,omitted-curly-braces,35
linux/drivers/media/pci/ivtv/ivtvfb.c,implicit-predicate,35
linux/drivers/gpu/drm/msm/mdp/mdp5/mdp5_kms.c,operator-precedence,35
linux/drivers/net/ethernet/sfc/falcon/selftest.c,operator-precedence,35
linux/drivers/gpu/drm/vmwgfx/vmwgfx_overlay.c,omitted-curly-braces,35
linux/drivers/staging/iio/meter/ade7759.c,operator-precedence,35
linux/drivers/staging/rtlwifi/phydm/rtl8822b/phydm_hal_api8822b.c,omitted-curly-braces,35
linux/drivers/i2c/busses/i2c-pmcmsp.c,operator-precedence,35
linux/drivers/misc/mic/vop/vop_main.c,operator-precedence,35
linux/drivers/target/target_core_iblock.c,omitted-curly-braces,35
linux/drivers/net/ethernet/sfc/selftest.c,operator-precedence,35
linux/drivers/net/wireless/ralink/rt2x00/rt2800mmio.c,operator-precedence,35
linux/drivers/misc/cxl/of.c,omitted-curly-braces,35
linux/drivers/staging/comedi/drivers/vmk80xx.c,operator-precedence,35
emacs/src/emacs.c,omitted-curly-braces,35
linux/drivers/staging/lustre/lnet/libcfs/libcfs_string.c,omitted-curly-braces,35
linux/drivers/staging/rtl8188eu/os_dep/os_intfs.c,operator-precedence,35
linux/drivers/tty/serial/meson_uart.c,omitted-curly-braces,35
linux/drivers/media/dvb-frontends/cxd2841er.c,conditional,35
linux/drivers/staging/lustre/lnet/selftest/rpc.c,omitted-curly-braces,35
linux/drivers/video/fbdev/s3c2410fb.c,implicit-predicate,35
linux/drivers/gpu/drm/radeon/radeon_encoders.c,omitted-curly-braces,35
linux/drivers/staging/wilc1000/linux_wlan.c,operator-precedence,35
linux/drivers/staging/rtlwifi/btcoexist/rtl_btc.c,omitted-curly-braces,35
linux/drivers/target/iscsi/iscsi_target_datain_values.c,omitted-curly-braces,35
linux/drivers/staging/iio/impedance-analyzer/ad5933.c,omitted-curly-braces,35
linux/drivers/gpu/drm/nouveau/nvkm/subdev/mmu/base.c,operator-precedence,35
linux/drivers/pinctrl/sh-pfc/core.c,omitted-curly-braces,35
linux/drivers/gpu/drm/armada/armada_drv.c,operator-precedence,35
mysql-server/sql/srv_session.cc,omitted-curly-braces,35
linux/drivers/staging/lustre/lustre/fid/fid_request.c,operator-precedence,35
linux/drivers/net/ethernet/dec/tulip/de4x5.c,post-increment,35
mysql-server/sql/xa.cc,omitted-curly-braces,35
linux/drivers/md/raid5-cache.c,implicit-predicate,35
linux/drivers/gpu/drm/msm/msm_gem_submit.c,omitted-curly-braces,35
linux/drivers/staging/octeon/ethernet.c,omitted-curly-braces,35
linux/drivers/input/keyboard/samsung-keypad.c,operator-precedence,35
linux/drivers/auxdisplay/charlcd.c,omitted-curly-braces,35
linux/drivers/usb/misc/adutux.c,operator-precedence,35
linux/drivers/mmc/core/sd.c,implicit-predicate,35
mysql-server/storage/ndb/src/kernel/blocks/dbtup/DbtupTrigger.cpp,operator-precedence,35
linux/drivers/staging/greybus/tools/loopback_test.c,omitted-curly-braces,35
linux/drivers/usb/gadget/udc/pxa27x_udc.c,implicit-predicate,35
linux/drivers/block/drbd/drbd_receiver.c,conditional,35
linux/drivers/staging/greybus/uart.c,omitted-curly-braces,35
linux/drivers/infiniband/hw/nes/nes_nic.c,operator-precedence,35
mysql-server/sql/set_var.cc,omitted-curly-braces,35
linux/drivers/net/ethernet/sfc/ef10.c,conditional,35
linux/drivers/net/wireless/ath/ath5k/mac80211-ops.c,omitted-curly-braces,35
linux/drivers/net/wireless/ath/ath5k/mac80211-ops.c,operator-precedence,35
linux/drivers/video/fbdev/tgafb.c,operator-precedence,35
linux/drivers/net/ethernet/mellanox/mlx5/core/fs_core.c,implicit-predicate,35
linux/drivers/md/persistent-data/dm-array.c,implicit-predicate,35
linux/drivers/net/wireless/broadcom/b43/leds.c,operator-precedence,35
linux/drivers/usb/serial/ch341.c,omitted-curly-braces,35
linux/drivers/net/ethernet/intel/ixgbevf/ethtool.c,operator-precedence,35
linux/drivers/media/usb/em28xx/em28xx-input.c,omitted-curly-braces,35
linux/drivers/net/ethernet/wiznet/w5100.c,omitted-curly-braces,35
linux/drivers/usb/dwc2/hcd_intr.c,operator-precedence,35
linux/drivers/ata/pdc_adma.c,post-increment,35
linux/drivers/tty/serial/jsm/jsm_tty.c,omitted-curly-braces,35
linux/drivers/soc/fsl/qbman/bman.c,operator-precedence,35
linux/drivers/staging/lustre/lustre/include/obd_class.h,operator-precedence,35
mysql-server/sql/sp_head.cc,operator-precedence,35
linux/drivers/staging/rtlwifi/rtl8822be/hw.c,operator-precedence,35
linux/drivers/i2c/busses/i2c-pxa.c,implicit-predicate,35
linux/drivers/net/hamradio/mkiss.c,omitted-curly-braces,35
linux/drivers/net/ethernet/dec/tulip/dmfe.c,implicit-predicate,35
linux/drivers/scsi/scsi_error.c,operator-precedence,35
linux/drivers/gpu/drm/amd/amdgpu/cik_sdma.c,omitted-curly-braces,35
mysql-server/storage/ndb/src/kernel/blocks/pgman.cpp,operator-precedence,35
linux/drivers/scsi/bnx2fc/bnx2fc_io.c,omitted-curly-braces,35
linux/drivers/mtd/nand/tango_nand.c,omitted-curly-braces,35
linux/drivers/thermal/tegra/soctherm.c,omitted-curly-braces,35
linux/drivers/hwmon/adm1026.c,omitted-curly-braces,35
linux/drivers/scsi/sd.c,conditional,35
linux/drivers/staging/most/hdm-usb/hdm_usb.c,omitted-curly-braces,35
linux/drivers/infiniband/hw/nes/nes_hw.c,post-increment,35
linux/drivers/input/mouse/elan_i2c_i2c.c,operator-precedence,35
linux/drivers/infiniband/hw/i40iw/i40iw_virtchnl.c,omitted-curly-braces,35
linux/drivers/block/virtio_blk.c,omitted-curly-braces,35
linux/drivers/misc/lis3lv02d/lis3lv02d.c,operator-precedence,35
linux/drivers/media/platform/qcom/camss-8x16/camss-csid.c,omitted-curly-braces,35
linux/drivers/rtc/rtc-ds1343.c,operator-precedence,35
mysql-server/sql/rpl_info_factory.cc,omitted-curly-braces,35
linux/drivers/net/ethernet/broadcom/tg3.c,conditional,35
mysql-server/storage/ndb/test/src/getarg.c,omitted-curly-braces,35
linux/drivers/spi/spi-dln2.c,operator-precedence,35
linux/drivers/ata/sata_sx4.c,omitted-curly-braces,35
linux/drivers/scsi/aic94xx/aic94xx_seq.c,omitted-curly-braces,35
linux/drivers/rtc/rtc-rv3029c2.c,omitted-curly-braces,35
linux/drivers/gpu/drm/vmwgfx/vmwgfx_fence.c,omitted-curly-braces,35
linux/drivers/block/umem.c,omitted-curly-braces,35
linux/drivers/usb/serial/f81534.c,implicit-predicate,35
linux/drivers/net/ethernet/i825xx/82596.c,omitted-curly-braces,35
linux/drivers/tty/serial/amba-pl010.c,operator-precedence,35
linux/drivers/s390/block/dcssblk.c,omitted-curly-braces,35
linux/drivers/net/ethernet/micrel/ks8851.c,omitted-curly-braces,35
linux/drivers/net/ethernet/qlogic/qede/qede_ptp.c,operator-precedence,35
linux/drivers/net/wireless/marvell/libertas/cmd.c,omitted-curly-braces,35
linux/drivers/scsi/scsi_transport_srp.c,omitted-curly-braces,35
linux/drivers/scsi/fcoe/fcoe_sysfs.c,omitted-curly-braces,35
linux/drivers/usb/gadget/function/f_tcm.c,implicit-predicate,35
linux/drivers/infiniband/ulp/isert/ib_isert.c,implicit-predicate,35
linux/drivers/usb/serial/keyspan.c,conditional,35
linux/drivers/gpu/drm/amd/powerplay/hwmgr/smu7_hwmgr.c,conditional,35
linux/drivers/pinctrl/mvebu/pinctrl-armada-37xx.c,operator-precedence,35
linux/drivers/media/usb/cx231xx/cx231xx-audio.c,operator-precedence,35
linux/drivers/staging/media/atomisp/pci/atomisp2/css2400/runtime/debug/src/ia_css_debug.c,omitted-curly-braces,35
linux/drivers/crypto/qce/common.c,omitted-curly-braces,35
linux/drivers/video/fbdev/omap2/omapfb/displays/panel-sony-acx565akm.c,omitted-curly-braces,35
linux/drivers/pnp/card.c,operator-precedence,35
linux/drivers/net/sb1000.c,assignment-as-value,35
linux/drivers/net/ethernet/intel/fm10k/fm10k_pci.c,implicit-predicate,35
linux/drivers/staging/media/atomisp/pci/atomisp2/css2400/runtime/binary/src/binary.c,operator-precedence,35
linux/drivers/staging/media/atomisp/pci/atomisp2/css2400/runtime/frame/src/frame.c,operator-precedence,35
linux/drivers/macintosh/windfarm_fcu_controls.c,omitted-curly-braces,35
linux/drivers/memory/emif.c,omitted-curly-braces,35
linux/drivers/staging/greybus/audio_topology.c,operator-precedence,35
mysql-server/storage/innobase/buf/buf0dblwr.cc,operator-precedence,35
linux/drivers/phy/allwinner/phy-sun4i-usb.c,omitted-curly-braces,35
linux/drivers/mmc/host/via-sdmmc.c,omitted-curly-braces,35
linux/drivers/media/platform/via-camera.c,omitted-curly-braces,35
linux/drivers/media/usb/cx231xx/cx231xx-cards.c,operator-precedence,35
linux/drivers/net/wireless/intel/iwlwifi/dvm/debugfs.c,implicit-predicate,35
linux/drivers/video/fbdev/omap2/omapfb/dss/apply.c,operator-precedence,35
linux/drivers/media/platform/exynos-gsc/gsc-m2m.c,omitted-curly-braces,35
linux/drivers/net/wireless/broadcom/b43/xmit.c,omitted-curly-braces,35
linux/drivers/media/dvb-frontends/helene.c,operator-precedence,35
linux/drivers/spi/spi-mt65xx.c,operator-precedence,35
linux/drivers/usb/host/ohci-dbg.c,operator-precedence,35
linux/drivers/mtd/nand/qcom_nandc.c,implicit-predicate,35
linux/drivers/usb/serial/ti_usb_3410_5052.c,implicit-predicate,35
linux/drivers/net/ethernet/huawei/hinic/hinic_hw_eqs.c,operator-precedence,35
linux/drivers/media/usb/au0828/au0828-video.c,implicit-predicate,35
linux/drivers/misc/mei/hw-me.c,omitted-curly-braces,35
linux/drivers/staging/lustre/lnet/libcfs/tracefile.c,omitted-curly-braces,35
linux/drivers/net/wireless/ath/ar5523/ar5523.c,omitted-curly-braces,35
linux/drivers/ata/libata-trace.c,omitted-curly-braces,35
linux/drivers/staging/comedi/drivers/das1800.c,operator-precedence,35
linux/drivers/scsi/snic/snic_main.c,operator-precedence,35
linux/drivers/usb/gadget/function/f_printer.c,omitted-curly-braces,35
linux/drivers/net/ethernet/mellanox/mlxsw/spectrum_dpipe.c,omitted-curly-braces,35
linux/drivers/scsi/csiostor/csio_init.c,omitted-curly-braces,35
linux/drivers/scsi/sd_zbc.c,omitted-curly-braces,35
linux/drivers/media/usb/hackrf/hackrf.c,omitted-curly-braces,35
mysql-server/libevent/event_tagging.c,omitted-curly-braces,35
mysql-server/storage/ndb/src/common/util/NdbPack.cpp,omitted-curly-braces,35
linux/drivers/gpu/drm/amd/powerplay/hwmgr/hwmgr.c,omitted-curly-braces,35
linux/drivers/scsi/aic7xxx/aic7xxx_core.c,implicit-predicate,35
emacs/src/intervals.c,operator-precedence,35
linux/drivers/net/wireless/realtek/rtlwifi/rtl8192se/dm.c,omitted-curly-braces,35
linux/drivers/media/i2c/noon010pc30.c,omitted-curly-braces,35
linux/drivers/net/wireless/ath/ath9k/link.c,operator-precedence,35
linux/drivers/video/fbdev/aty/radeon_monitor.c,omitted-curly-braces,35
linux/drivers/block/skd_main.c,implicit-predicate,35
linux/drivers/media/platform/mtk-jpeg/mtk_jpeg_core.c,omitted-curly-braces,35
linux/drivers/mtd/ubi/wl.c,implicit-predicate,35
mysql-server/sql/transaction.cc,omitted-curly-braces,35
linux/drivers/scsi/cxgbi/cxgb3i/cxgb3i.c,omitted-curly-braces,35
linux/drivers/isdn/hisax/avm_pci.c,omitted-curly-braces,35
linux/drivers/firmware/arm_scpi.c,omitted-curly-braces,35
linux/drivers/char/tpm/tpm2-space.c,operator-precedence,35
linux/drivers/usb/serial/digi_acceleport.c,post-increment,35
linux/drivers/infiniband/hw/mthca/mthca_provider.c,implicit-predicate,35
linux/drivers/dma/hsu/hsu.c,operator-precedence,35
linux/drivers/scsi/csiostor/csio_mb.c,omitted-curly-braces,35
linux/drivers/media/platform/qcom/camss-8x16/camss-ispif.c,operator-precedence,35
linux/drivers/media/rc/mceusb.c,omitted-curly-braces,35
linux/drivers/rtc/rtc-ds1307.c,implicit-predicate,35
mysql-server/mysys_ssl/my_getopt.cc,operator-precedence,35
linux/drivers/scsi/aic94xx/aic94xx_init.c,operator-precedence,35
linux/drivers/gpu/drm/radeon/atombios_crtc.c,operator-precedence,35
linux/drivers/platform/x86/intel_telemetry_pltdrv.c,implicit-predicate,35
linux/drivers/net/ipvlan/ipvlan_core.c,operator-precedence,35
linux/drivers/scsi/csiostor/csio_rnode.c,operator-precedence,35
linux/drivers/crypto/bcm/spu.c,omitted-curly-braces,35
linux/drivers/net/ethernet/intel/i40e/i40e_adminq.c,operator-precedence,35
mysql-server/storage/myisam/mi_search.c,post-increment,35
linux/drivers/hwmon/lm83.c,operator-precedence,35
linux/drivers/infiniband/core/rw.c,omitted-curly-braces,35
linux/drivers/spi/spi-au1550.c,operator-precedence,35
linux/drivers/net/ethernet/mellanox/mlx4/fw.c,operator-precedence,35
linux/drivers/iommu/intel-iommu.c,implicit-predicate,35
linux/drivers/usb/class/cdc-wdm.c,omitted-curly-braces,35
linux/drivers/nvme/target/core.c,omitted-curly-braces,35
linux/drivers/crypto/mxs-dcp.c,omitted-curly-braces,35
linux/drivers/iio/accel/stk8312.c,operator-precedence,35
linux/drivers/infiniband/ulp/iser/iser_initiator.c,omitted-curly-braces,35
linux/drivers/net/ethernet/apple/bmac.c,omitted-curly-braces,35
linux/drivers/hwmon/ibmpex.c,omitted-curly-braces,35
linux/drivers/staging/lustre/lustre/mdc/mdc_lib.c,omitted-curly-braces,35
linux/drivers/staging/rtl8712/os_intfs.c,operator-precedence,35
linux/drivers/usb/host/ehci-platform.c,omitted-curly-braces,35
linux/drivers/gpu/drm/i915/selftests/intel_hangcheck.c,omitted-curly-braces,35
mysql-server/strings/ctype-mb.c,operator-precedence,35
linux/drivers/staging/wilc1000/wilc_spi.c,omitted-curly-braces,34
linux/drivers/media/dvb-frontends/bcm3510.c,implicit-predicate,34
linux/drivers/staging/rtl8188eu/hal/odm_HWConfig.c,omitted-curly-braces,34
linux/drivers/gpu/drm/virtio/virtgpu_ioctl.c,operator-precedence,34
mysql-server/libevent/evbuffer.c,operator-precedence,34
linux/drivers/staging/most/hdm-dim2/dim2_hdm.c,omitted-curly-braces,34
mysql-server/storage/ndb/memcache/src/DataTypeHandler.cc,omitted-curly-braces,34
linux/drivers/misc/mic/host/mic_x100.c,operator-precedence,34
linux/drivers/misc/mic/vop/vop_vringh.c,omitted-curly-braces,34
linux/drivers/infiniband/hw/hns/hns_roce_mr.c,omitted-curly-braces,34
linux/drivers/media/platform/vivid/vivid-sdr-cap.c,operator-precedence,34
linux/drivers/xen/evtchn.c,omitted-curly-braces,34
mysql-server/client/check/mysqlcheck_core.cc,omitted-curly-braces,34
linux/drivers/misc/genwqe/card_utils.c,omitted-curly-braces,34
linux/drivers/usb/serial/garmin_gps.c,omitted-curly-braces,34
linux/drivers/gpu/drm/vc4/vc4_crtc.c,operator-precedence,34
linux/drivers/misc/c2port/core.c,operator-precedence,34
linux/drivers/net/ethernet/mediatek/mtk_eth_soc.c,implicit-predicate,34
linux/drivers/media/dvb-frontends/cx24120.c,omitted-curly-braces,34
linux/drivers/staging/wilc1000/wilc_wlan.c,operator-precedence,34
linux/drivers/gpu/drm/drm_ioctl.c,omitted-curly-braces,34
